startTime,publishTime,actualGen,forecastGen
2024-01-01T13:00:00,2023-12-30T13:00:00,24856.61,25844.67
2024-01-01T13:30:00,2024-01-01T12:30:00,16716.15,16712.36
2024-01-01T13:30:00,2024-01-01T09:30:00,16716.15,16658.04
2024-01-01T13:30:00,2024-01-01T01:30:00,16716.15,16821.83
2024-01-01T13:30:00,2023-12-31T13:30:00,16716.15,16225.79
2024-01-01T13:30:00,2023-12-30T13:30:00,16716.15,17281.17
2024-01-01T14:00:00,2024-01-01T13:00:00,16746.13,16710.39
2024-01-01T14:00:00,2024-01-01T10:00:00,16746.13,16689.57
2024-01-01T14:00:00,2024-01-01T02:00:00,16746.13,17130.42
2024-01-01T14:00:00,2023-12-31T14:00:00,16746.13,16461.44
2024-01-01T14:00:00,2023-12-30T14:00:00,16746.13,17303.72
2024-01-01T14:30:00,2024-01-01T13:30:00,15000.8,15013.23
2024-01-01T14:30:00,2024-01-01T10:30:00,15000.8,15146.59
2024-01-01T14:30:00,2024-01-01T02:30:00,15000.8,15276.65
2024-01-01T14:30:00,2023-12-31T14:30:00,15000.8,15671.22
2024-01-01T14:30:00,2023-12-30T14:30:00,15000.8,15985.85
2024-01-01T15:00:00,2024-01-01T14:00:00,24731.3,24772.19
2024-01-01T15:00:00,2024-01-01T11:00:00,24731.3,24749.48
2024-01-01T15:00:00,2024-01-01T03:00:00,24731.3,25134.72
2024-01-01T15:00:00,2023-12-31T15:00:00,24731.3,25468.09
2024-01-01T15:00:00,2023-12-30T15:00:00,24731.3,26172.88
2024-01-01T15:30:00,2024-01-01T14:30:00,22138.99,22100.82
2024-01-01T15:30:00,2024-01-01T11:30:00,22138.99,22166.85
2024-01-01T15:30:00,2024-01-01T03:30:00,22138.99,22469.37
2024-01-01T15:30:00,2023-12-31T15:30:00,22138.99,22724.89
2024-01-01T15:30:00,2023-12-30T15:30:00,22138.99,20746.33
2024-01-01T16:00:00,2024-01-01T15:00:00,18431.2,18446.78
2024-01-01T16:00:00,2024-01-01T12:00:00,18431.2,18554.61
2024-01-01T16:00:00,2024-01-01T04:00:00,18431.2,18649.55
2024-01-01T16:00:00,2023-12-31T16:00:00,18431.2,18810.89
2024-01-01T16:00:00,2023-12-30T16:00:00,18431.2,18331.12
2024-01-01T16:30:00,2024-01-01T15:30:00,23176.33,23174.28
2024-01-01T16:30:00,2024-01-01T12:30:00,23176.33,23035.24
2024-01-01T16:30:00,2024-01-01T04:30:00,23176.33,23145.43
2024-01-01T16:30:00,2023-12-31T16:30:00,23176.33,22255.91
2024-01-01T16:30:00,2023-12-30T16:30:00,23176.33,24047.12
2024-01-01T17:00:00,2024-01-01T16:00:00,28737.99,28715.9
2024-01-01T17:00:00,2024-01-01T13:00:00,28737.99,28710.52
2024-01-01T17:00:00,2024-01-01T05:00:00,28737.99,28455.59
2024-01-01T17:00:00,2023-12-31T17:00:00,28737.99,28398.5
2024-01-01T17:00:00,2023-12-30T17:00:00,28737.99,28770.83
2024-01-01T17:30:00,2024-01-01T16:30:00,16540.39,16565.76
2024-01-01T17:30:00,2024-01-01T13:30:00,16540.39,16394.33
2024-01-01T17:30:00,2024-01-01T05:30:00,16540.39,16879.82
2024-01-01T17:30:00,2023-12-31T17:30:00,16540.39,15609.48
2024-01-01T17:30:00,2023-12-30T17:30:00,16540.39,15219.96
2024-01-01T18:00:00,2024-01-01T17:00:00,29381.8,29422.57
2024-01-01T18:00:00,2024-01-01T14:00:00,29381.8,29458.87
2024-01-01T18:00:00,2024-01-01T06:00:00,29381.8,28970.58
2024-01-01T18:00:00,2023-12-31T18:00:00,29381.8,28890.19
2024-01-01T18:00:00,2023-12-30T18:00:00,29381.8,30479.59
2024-01-01T18:30:00,2024-01-01T17:30:00,26093.76,26072.12
2024-01-01T18:30:00,2024-01-01T14:30:00,26093.76,26027.25
2024-01-01T18:30:00,2024-01-01T06:30:00,26093.76,26240.27
2024-01-01T18:30:00,2023-12-31T18:30:00,26093.76,27033.88
2024-01-01T18:30:00,2023-12-30T18:30:00,26093.76,27374.74
2024-01-01T19:00:00,2024-01-01T18:00:00,25119.0,25110.69
2024-01-01T19:00:00,2024-01-01T15:00:00,25119.0,25177.87
2024-01-01T19:00:00,2024-01-01T07:00:00,25119.0,24958.03
2024-01-01T19:00:00,2023-12-31T19:00:00,25119.0,24744.04
2024-01-01T19:00:00,2023-12-30T19:00:00,25119.0,25161.91
2024-01-01T19:30:00,2024-01-01T18:30:00,16471.8,16435.93
2024-01-01T19:30:00,2024-01-01T15:30:00,16471.8,16585.92
2024-01-01T19:30:00,2024-01-01T07:30:00,16471.8,16288.03
2024-01-01T19:30:00,2023-12-31T19:30:00,16471.8,16811.91
2024-01-01T19:30:00,2023-12-30T19:30:00,16471.8,17371.12
2024-01-01T20:00:00,2024-01-01T19:00:00,18810.95,18834.41
2024-01-01T20:00:00,2024-01-01T16:00:00,18810.95,18944.73
2024-01-01T20:00:00,2024-01-01T08:00:00,18810.95,18821.81
2024-01-01T20:00:00,2023-12-31T20:00:00,18810.95,18233.19
2024-01-01T20:00:00,2023-12-30T20:00:00,18810.95,20789.99
2024-01-01T20:30:00,2024-01-01T19:30:00,28270.54,28269.28
2024-01-01T20:30:00,2024-01-01T16:30:00,28270.54,28150.24
2024-01-01T20:30:00,2024-01-01T08:30:00,28270.54,28032.26
2024-01-01T20:30:00,2023-12-31T20:30:00,28270.54,27514.15
2024-01-01T20:30:00,2023-12-30T20:30:00,28270.54,27484.0
2024-01-01T21:00:00,2024-01-01T20:00:00,18345.82,18331.17
2024-01-01T21:00:00,2024-01-01T17:00:00,18345.82,18313.47
2024-01-01T21:00:00,2024-01-01T09:00:00,18345.82,18310.59
2024-01-01T21:00:00,2023-12-31T21:00:00,18345.82,18195.57
2024-01-01T21:00:00,2023-12-30T21:00:00,18345.82,16699.42
2024-01-01T21:30:00,2024-01-01T20:30:00,23648.97,23622.13
2024-01-01T21:30:00,2024-01-01T17:30:00,23648.97,23805.11
2024-01-01T21:30:00,2024-01-01T09:30:00,23648.97,24062.97
2024-01-01T21:30:00,2023-12-31T21:30:00,23648.97,23806.02
2024-01-01T21:30:00,2023-12-30T21:30:00,23648.97,21794.93
2024-01-01T22:00:00,2024-01-01T21:00:00,15712.6,15713.04
2024-01-01T22:00:00,2024-01-01T18:00:00,15712.6,15716.82
2024-01-01T22:00:00,2024-01-01T10:00:00,15712.6,15275.71
2024-01-01T22:00:00,2023-12-31T22:00:00,15712.6,16685.41
2024-01-01T22:00:00,2023-12-30T22:00:00,15712.6,14861.41
2024-01-01T22:30:00,2024-01-01T21:30:00,28567.53,28569.45
2024-01-01T22:30:00,2024-01-01T18:30:00,28567.53,28472.3
2024-01-01T22:30:00,2024-01-01T10:30:00,28567.53,28145.69
2024-01-01T22:30:00,2023-12-31T22:30:00,28567.53,27660.66
2024-01-01T22:30:00,2023-12-30T22:30:00,28567.53,29750.85
2024-01-01T23:00:00,2024-01-01T22:00:00,26419.92,26454.97
2024-01-01T23:00:00,2024-01-01T19:00:00,26419.92,26577.26
2024-01-01T23:00:00,2024-01-01T11:00:00,26419.92,26024.5
2024-01-01T23:00:00,2023-12-31T23:00:00,26419.92,27366.9
2024-01-01T23:00:00,2023-12-30T23:00:00,26419.92,26554.64
2024-01-01T23:30:00,2024-01-01T22:30:00,26149.76,26119.3
2024-01-01T23:30:00,2024-01-01T19:30:00,26149.76,26035.66
2024-01-01T23:30:00,2024-01-01T11:30:00,26149.76,26160.66
2024-01-01T23:30:00,2023-12-31T23:30:00,26149.76,26885.16
2024-01-01T23:30:00,2023-12-30T23:30:00,26149.76,27896.17
2024-01-02T00:00:00,2024-01-01T23:00:00,22009.02,22017.79
2024-01-02T00:00:00,2024-01-01T20:00:00,22009.02,21993.39
2024-01-02T00:00:00,2024-01-01T12:00:00,22009.02,22155.67
2024-01-02T00:00:00,2024-01-01T00:00:00,22009.02,21775.64
2024-01-02T00:00:00,2023-12-31T00:00:00,22009.02,21216.67
2024-01-02T00:30:00,2024-01-01T23:30:00,20699.72,20731.77
2024-01-02T00:30:00,2024-01-01T20:30:00,20699.72,20637.64
2024-01-02T00:30:00,2024-01-01T12:30:00,20699.72,20394.66
2024-01-02T00:30:00,2024-01-01T00:30:00,20699.72,20593.8
2024-01-02T00:30:00,2023-12-31T00:30:00,20699.72,18835.56
2024-01-02T01:00:00,2024-01-02T00:00:00,19395.76,19389.29
2024-01-02T01:00:00,2024-01-01T21:00:00,19395.76,19499.33
2024-01-02T01:00:00,2024-01-01T13:00:00,19395.76,19281.09
2024-01-02T01:00:00,2024-01-01T01:00:00,19395.76,20335.85
2024-01-02T01:00:00,2023-12-31T01:00:00,19395.76,18058.71
2024-01-02T01:30:00,2024-01-02T00:30:00,18301.27,18335.54
2024-01-02T01:30:00,2024-01-01T21:30:00,18301.27,18318.42
2024-01-02T01:30:00,2024-01-01T13:30:00,18301.27,18647.34
2024-01-02T01:30:00,2024-01-01T01:30:00,18301.27,17678.8
2024-01-02T01:30:00,2023-12-31T01:30:00,18301.27,18570.49
2024-01-02T02:00:00,2024-01-02T01:00:00,18164.54,18168.85
2024-01-02T02:00:00,2024-01-01T22:00:00,18164.54,18297.3
2024-01-02T02:00:00,2024-01-01T14:00:00,18164.54,17779.92
2024-01-02T02:00:00,2024-01-01T02:00:00,18164.54,18016.88
2024-01-02T02:00:00,2023-12-31T02:00:00,18164.54,18453.74
2024-01-02T02:30:00,2024-01-02T01:30:00,22341.22,22364.23
2024-01-02T02:30:00,2024-01-01T22:30:00,22341.22,22470.38
2024-01-02T02:30:00,2024-01-01T14:30:00,22341.22,22332.51
2024-01-02T02:30:00,2024-01-01T02:30:00,22341.22,22852.7
2024-01-02T02:30:00,2023-12-31T02:30:00,22341.22,23272.84
2024-01-02T03:00:00,2024-01-02T02:00:00,16543.13,16508.34
2024-01-02T03:00:00,2024-01-01T23:00:00,16543.13,16689.55
2024-01-02T03:00:00,2024-01-01T15:00:00,16543.13,16698.87
2024-01-02T03:00:00,2024-01-01T03:00:00,16543.13,16810.91
2024-01-02T03:00:00,2023-12-31T03:00:00,16543.13,16147.22
2024-01-02T03:30:00,2024-01-02T02:30:00,28600.2,28563.33
2024-01-02T03:30:00,2024-01-01T23:30:00,28600.2,28658.92
2024-01-02T03:30:00,2024-01-01T15:30:00,28600.2,28953.4
2024-01-02T03:30:00,2024-01-01T03:30:00,28600.2,29231.68
2024-01-02T03:30:00,2023-12-31T03:30:00,28600.2,26669.04
2024-01-02T04:00:00,2024-01-02T03:00:00,27388.18,27376.16
2024-01-02T04:00:00,2024-01-02T00:00:00,27388.18,27343.93
2024-01-02T04:00:00,2024-01-01T16:00:00,27388.18,26925.59
2024-01-02T04:00:00,2024-01-01T04:00:00,27388.18,26463.5
2024-01-02T04:00:00,2023-12-31T04:00:00,27388.18,26309.3
2024-01-02T04:30:00,2024-01-02T03:30:00,21765.53,21747.45
2024-01-02T04:30:00,2024-01-02T00:30:00,21765.53,21871.25
2024-01-02T04:30:00,2024-01-01T16:30:00,21765.53,21714.14
2024-01-02T04:30:00,2024-01-01T04:30:00,21765.53,22715.2
2024-01-02T04:30:00,2023-12-31T04:30:00,21765.53,20240.74
2024-01-02T05:00:00,2024-01-02T04:00:00,20431.98,20443.68
2024-01-02T05:00:00,2024-01-02T01:00:00,20431.98,20583.97
2024-01-02T05:00:00,2024-01-01T17:00:00,20431.98,20288.31
2024-01-02T05:00:00,2024-01-01T05:00:00,20431.98,20299.44
2024-01-02T05:00:00,2023-12-31T05:00:00,20431.98,18455.0
2024-01-02T05:30:00,2024-01-02T04:30:00,24299.83,24321.72
2024-01-02T05:30:00,2024-01-02T01:30:00,24299.83,24461.74
2024-01-02T05:30:00,2024-01-01T17:30:00,24299.83,24453.92
2024-01-02T05:30:00,2024-01-01T05:30:00,24299.83,23338.32
2024-01-02T05:30:00,2023-12-31T05:30:00,24299.83,22305.34
2024-01-02T06:00:00,2024-01-02T05:00:00,24865.87,24841.29
2024-01-02T06:00:00,2024-01-02T02:00:00,24865.87,24841.25
2024-01-02T06:00:00,2024-01-01T18:00:00,24865.87,24659.71
2024-01-02T06:00:00,2024-01-01T06:00:00,24865.87,25830.85
2024-01-02T06:00:00,2023-12-31T06:00:00,24865.87,24414.94
2024-01-02T06:30:00,2024-01-02T05:30:00,23966.9,23944.17
2024-01-02T06:30:00,2024-01-02T02:30:00,23966.9,23862.96
2024-01-02T06:30:00,2024-01-01T18:30:00,23966.9,24072.15
2024-01-02T06:30:00,2024-01-01T06:30:00,23966.9,24136.94
2024-01-02T06:30:00,2023-12-31T06:30:00,23966.9,25716.33
2024-01-02T07:00:00,2024-01-02T06:00:00,21562.72,21525.53
2024-01-02T07:00:00,2024-01-02T03:00:00,21562.72,21630.12
2024-01-02T07:00:00,2024-01-01T19:00:00,21562.72,21974.64
2024-01-02T07:00:00,2024-01-01T07:00:00,21562.72,21113.86
2024-01-02T07:00:00,2023-12-31T07:00:00,21562.72,21496.14
2024-01-02T07:30:00,2024-01-02T06:30:00,15479.48,15443.62
2024-01-02T07:30:00,2024-01-02T03:30:00,15479.48,15579.11
2024-01-02T07:30:00,2024-01-01T19:30:00,15479.48,15191.35
2024-01-02T07:30:00,2024-01-01T07:30:00,15479.48,14873.09
2024-01-02T07:30:00,2023-12-31T07:30:00,15479.48,14135.97
2024-01-02T08:00:00,2024-01-02T07:00:00,26741.88,26734.62
2024-01-02T08:00:00,2024-01-02T04:00:00,26741.88,26798.19
2024-01-02T08:00:00,2024-01-01T20:00:00,26741.88,26588.53
2024-01-02T08:00:00,2024-01-01T08:00:00,26741.88,27212.92
2024-01-02T08:00:00,2023-12-31T08:00:00,26741.88,26705.8
2024-01-02T08:30:00,2024-01-02T07:30:00,15276.54,15296.21
2024-01-02T08:30:00,2024-01-02T04:30:00,15276.54,15270.26
2024-01-02T08:30:00,2024-01-01T20:30:00,15276.54,15326.59
2024-01-02T08:30:00,2024-01-01T08:30:00,15276.54,15697.53
2024-01-02T08:30:00,2023-12-31T08:30:00,15276.54,14849.7
2024-01-02T09:00:00,2024-01-02T08:00:00,21295.42,21322.38
2024-01-02T09:00:00,2024-01-02T05:00:00,21295.42,21190.52
2024-01-02T09:00:00,2024-01-01T21:00:00,21295.42,21710.4
2024-01-02T09:00:00,2024-01-01T09:00:00,21295.42,20737.27
2024-01-02T09:00:00,2023-12-31T09:00:00,21295.42,21639.73
2024-01-02T09:30:00,2024-01-02T08:30:00,27836.8,27809.24
2024-01-02T09:30:00,2024-01-02T05:30:00,27836.8,27995.95
2024-01-02T09:30:00,2024-01-01T21:30:00,27836.8,28149.84
2024-01-02T09:30:00,2024-01-01T09:30:00,27836.8,27688.5
2024-01-02T09:30:00,2023-12-31T09:30:00,27836.8,27636.9
2024-01-02T10:00:00,2024-01-02T09:00:00,15737.41,15748.08
2024-01-02T10:00:00,2024-01-02T06:00:00,15737.41,15681.94
2024-01-02T10:00:00,2024-01-01T22:00:00,15737.41,16141.49
2024-01-02T10:00:00,2024-01-01T10:00:00,15737.41,16059.63
2024-01-02T10:00:00,2023-12-31T10:00:00,15737.41,17059.27
2024-01-02T10:30:00,2024-01-02T09:30:00,27477.06,27452.25
2024-01-02T10:30:00,2024-01-02T06:30:00,27477.06,27511.25
2024-01-02T10:30:00,2024-01-01T22:30:00,27477.06,26992.07
2024-01-02T10:30:00,2024-01-01T10:30:00,27477.06,27913.44
2024-01-02T10:30:00,2023-12-31T10:30:00,27477.06,26139.78
2024-01-02T11:00:00,2024-01-02T10:00:00,29972.73,29938.89
2024-01-02T11:00:00,2024-01-02T07:00:00,29972.73,30139.26
2024-01-02T11:00:00,2024-01-01T23:00:00,29972.73,30122.68
2024-01-02T11:00:00,2024-01-01T11:00:00,29972.73,29211.89
2024-01-02T11:00:00,2023-12-31T11:00:00,29972.73,31229.74
2024-01-02T11:30:00,2024-01-02T10:30:00,29696.7,29723.09
2024-01-02T11:30:00,2024-01-02T07:30:00,29696.7,29573.49
2024-01-02T11:30:00,2024-01-01T23:30:00,29696.7,30075.02
2024-01-02T11:30:00,2024-01-01T11:30:00,29696.7,30079.74
2024-01-02T11:30:00,2023-12-31T11:30:00,29696.7,30955.88
2024-01-02T12:00:00,2024-01-02T11:00:00,21136.98,21167.56
2024-01-02T12:00:00,2024-01-02T08:00:00,21136.98,21295.98
2024-01-02T12:00:00,2024-01-02T00:00:00,21136.98,21054.08
2024-01-02T12:00:00,2024-01-01T12:00:00,21136.98,20446.35
2024-01-02T12:00:00,2023-12-31T12:00:00,21136.98,22616.18
2024-01-02T12:30:00,2024-01-02T11:30:00,26554.63,26526.8
2024-01-02T12:30:00,2024-01-02T08:30:00,26554.63,26537.61
2024-01-02T12:30:00,2024-01-02T00:30:00,26554.63,26525.11
2024-01-02T12:30:00,2024-01-01T12:30:00,26554.63,26640.94
2024-01-02T12:30:00,2023-12-31T12:30:00,26554.63,26934.5
2024-01-02T13:00:00,2024-01-02T12:00:00,19383.76,19349.79
2024-01-02T13:00:00,2024-01-02T09:00:00,19383.76,19378.9
2024-01-02T13:00:00,2024-01-02T01:00:00,19383.76,19579.78
2024-01-02T13:00:00,2024-01-01T13:00:00,19383.76,18972.97
2024-01-02T13:00:00,2023-12-31T13:00:00,19383.76,20024.08
2024-01-02T13:30:00,2024-01-02T12:30:00,21022.35,21037.62
2024-01-02T13:30:00,2024-01-02T09:30:00,21022.35,20959.88
2024-01-02T13:30:00,2024-01-02T01:30:00,21022.35,21262.46
2024-01-02T13:30:00,2024-01-01T13:30:00,21022.35,20580.53
2024-01-02T13:30:00,2023-12-31T13:30:00,21022.35,20312.37
2024-01-02T14:00:00,2024-01-02T13:00:00,26713.87,26730.5
2024-01-02T14:00:00,2024-01-02T10:00:00,26713.87,26662.84
2024-01-02T14:00:00,2024-01-02T02:00:00,26713.87,27088.61
2024-01-02T14:00:00,2024-01-01T14:00:00,26713.87,25740.83
2024-01-02T14:00:00,2023-12-31T14:00:00,26713.87,24969.37
2024-01-02T14:30:00,2024-01-02T13:30:00,21186.13,21190.78
2024-01-02T14:30:00,2024-01-02T10:30:00,21186.13,21269.21
